Long,Lat,Name
80.2137736,13.0863404,Anna Tower
80.2444108,13.0239815,Kotturpuram Tree Park
80.2520448,12.8809213,Panaiyur Beach
80.2454484,12.8504688,Jagannath Shrine
80.219393,13.0263114,AMMA PARK
80.289144,13.0945991,Chennai Sri Kaalikambal Kamadeswarar Temple
80.2340761,13.0417591,"Thyagaraya Nagar Shopping and Foods Town -T.Nagar, Chennai District, Tamilnadu, India"
80.2684915,12.9890877,Arupadai Veedu Murugan Temple
80.2805875,13.0460811,Namma Chennai
80.2512746,12.9132282,Click Art Museum
80.2756703,13.0547998,Vasantha Mandapam
80.3241234,13.2080149,Chinnakuppam Jetty view point
80.0768,12.9152279,"Outer Ring Road Lake, Tambaram Corporation"
80.2865952,13.0788765,CSI St. Mary's Church
80.2705392,12.9952772,Annai Velankanni Shrine
80.2106046,13.0087963,Dheeran Chinnamalai Gounder Statue
80.2707184,13.0826802,CHENNAI CITY SAI KRISHNA
80.2852549,13.0635718,Namma chennai
80.2878419,13.1084894,Chennai Corporation Robinson park
80.1699249,12.975173,Defence hill
80.2411482,13.0749299,Chetpet Lake
80.2528327,12.8894846,Panaiyur Beach view point
80.2792056,13.0856773,Kandhakottam Temple
80.260155,13.0769237,Gandhi Statue
80.1340581,13.044888,Western most point of Greater Chennai Corporation
80.2573512,13.0080306,Sri Anantha Padmanabha Swamy Temple
80.189327,12.9753981,Kannika Colony Park
80.2416158,13.0019182,Jalakanteswarar Temple
80.0890842,12.904759,"Perungalathur Technology Town - Perungalathur, Chennai District, Tamilnadu, India"
80.254718,12.903306,ECR Beach
80.1943696,12.986294,Nanganallur Anjaneyar Temple
80.1837166,12.9704063,The Childrens Park Nanganallur
80.2642827,13.0769396,Chennai Tourism
80.2734167,13.0008889,Athma view point
80.3146875,13.1729375,Palagai Thotti kuppam Beach view point
80.1932476,12.9831773,Sri Utthara Guruvayoorappan Temple
80.2755003,13.0629335,Big Street Masjid
80.2803771,13.0491799,Vivekananda Statue and Park
80.1724036,13.0425847,Vishwaroopa Sai Baba Temple
80.2346269,13.0573712,Mahalingeswarar Temple
80.272204,13.0882587,My Ladys Garden
80.2824026,13.0499526,मरीना बीच चेन्नई
80.2710606,12.9976987,Bessy hanging Challenge
80.2594262,13.0572212,Wild Garden
80.2596224,13.010361,The Theosophical Society
80.2742833,13.0596516,Istalingeshwarar Kovil
80.2770836,13.0900152,New Digital Studio And Video
80.2438925,13.0399213,Ma.Po.Si Statue
