Long,Lat,Name
80.2749308,13.0517202,NKT National College of Education for Women
80.1984696,13.0843523,AMET City College
80.2407404,13.0531766,Bridge Academy
80.2638208,13.0860944,Guru Shree Shantivijai Jain College For Women
80.207797,13.0704677,American College of Engineering and Technology
80.2666164,13.0855494,Madras Veterinary College
80.2479483,13.0855873,Gurukul Lutheran Theological College and Research Institute
80.2329665,13.0619626,Loyola School of Commerce and Economics
80.2656963,13.1037837,Don Bosco Polytechnic College
80.2542731,13.0711374,Pachaiyappas college Alumni Association
80.224238,13.067971,Panimalar Polytechnic College
80.2241079,12.8009552,Hindustan Institute of Technology & Science
80.3013998,13.1596352,College
80.1748153,13.0942153,ITC-Indian Tech College
80.2338383,13.063029,Department of tamil
80.195129,13.0415032,Sakthi Mariyamman Engineering College Admin Office
80.2062617,13.0794243,Madras Institute Of Management
80.244431,13.0027993,"ஜெயலட்சுமி நாராயணசுவாமி கல்வியியல் கல்லூரி, சென்னை"
80.1963591,13.0710018,NIHM College
80.2179545,13.0911724,Dhaanish Ahmed College Of Engineering Administration Office
80.2560529,13.0411506,Anand College Of Engineering Head Office
80.1899912,13.0412209,College Of Pharmacy Chennai
80.2214528,13.0431398,Institute
80.2866609,13.1061214,Stanley Medical College
80.2195866,13.0713237,INDIRA COLLEGE OF EDUCATION
80.2530821,13.0353899,Preston International College
80.2338936,13.0630032,Tamil department loyola
80.2901751,13.1361331,"Government Arts And Science College, R.K.Nagar"
80.2005986,13.0552535,"Jawahar School Of Architecture, Planning And Design (JSAPD)"
80.2412178,13.0353224,Rajaji College of Education
80.1803014,13.0723477,Thai Moogambigai Polytechnic College
80.2343391,13.0696573,CIDT | College Of Integrated Design And Technology
80.2172697,13.0814209,Dhruvaa Fine Arts College
80.2427541,13.0764887,Government Nursing College
80.2503479,13.0589308,Collage
80.2871713,13.1059943,"Department of biochemistry, stanley medical college"
80.2820401,13.0598722,botany department
80.2474539,13.0936533,Government Polytechnic College
80.2707871,13.0826914,Thirunelveligovtmedicalcollege
80.2855871,13.0879724,Madras Law College
80.231169,13.035049,Roa's College
80.2628124,13.0170578,My college
80.2480217,13.0459717,Tamil Engg College
80.2543798,13.0547365,Gaylook New College
80.2641137,13.0855922,college
80.1834782,13.0707663,Part Time College
80.2326789,13.034085,St Mkhavel College
80.2186583,13.0844785,College
80.2258955,13.0273968,Adayar Patrician College
80.2707871,13.0826914,satyabama Collage
80.1610844,13.0495569,Right College
